likeCount,dislikeCount,shareCount,commentCount,bookmarkCount,ratingValue,pageViews,clickEvents,scrollDepth,timeOnPage,sessionDuration,sessionCount,commentText,sentimentScore,feedbackCategory,deviceType,browserName,osName,screenResolution,networkType,ipAddress,geoLocation,locale,userTier,interestTags,ageRange,gender,funnelStage,cartItemsCount,abandonedCartFlag,abTestGroup,followerCount,followingCount,groupMemberships,mentionCount,community,like_per_comment,share_per_view,interaction_intensity,engagement_score,activity_ratio
286,5,342,84,122,2.4,11,137,15.6,228.8,1332.5,29,Not bad,0.31,Positive,Desktop,Edge,MacOS,1366x768,4G,179.131.113.220,"78.299548, 179.180501",de_DE,Enterprise,Fitness,45-54,Other,Decision,7,False,Variant A,2768,2083,21,76,Sports,3.4047619047619047,31.09090909090909,563,246.0,0.17170731707317075
795,20,198,54,115,2.2,242,91,72.7,270.9,316.7,2,Not bad,-0.23,Neutral,Mobile,Safari,MacOS,1440x900,Ethernet,119.207.16.254,"-20.167350, 8.541982",de_DE,Premium,Food,35-44,Male,Decision,12,False,Variant A,8114,1740,4,27,News,14.722222222222221,0.8181818181818182,343,399.7,0.8553836438269655
799,92,69,52,2,4.6,925,51,81.6,594.5,3475.2,23,Needs improvement,0.47,Positive,Mobile,Edge,Android,2560x1440,WiFi,109.126.42.3,"80.340816, 133.283183",en_GB,Free,Travel,55+,Other,Awareness,18,True,Variant A,2722,4401,24,6,News,15.365384615384615,0.0745945945945946,172,350.9,0.17106929097605894
698,94,404,2,47,4.8,487,170,22.8,189.7,533.3,31,Not bad,-0.2,Neutral,Mobile,Firefox,Android,1366x768,Ethernet,150.26.32.239,"4.601283, 65.198488",en_GB,Premium,Tech,35-44,Male,Consideration,12,False,Control,170,1499,1,72,Tech,349.0,0.8295687885010267,576,405.49999999999994,0.3557097318582412
238,95,48,103,24,1.4,414,146,57.9,375.8,2938.7,1,Awesome!,0.57,Neutral,Mobile,Edge,Linux,2560x1440,WiFi,222.22.70.85,"4.799252, 177.917080",de_DE,Premium,Food,45-54,Other,Consideration,15,False,Control,3931,687,25,98,News,2.3106796116504853,0.11594202898550725,297,132.6,0.1278796746860857
69,76,12,28,67,4.0,403,97,28.1,428.1,2798.0,4,Awesome!,-0.32,Negative,Desktop,Edge,Android,2560x1440,Ethernet,94.219.226.68,"-16.914644, -127.356208",en_US,Enterprise,Travel,25-34,Female,Decision,2,True,Variant B,7175,4259,32,65,News,2.4642857142857144,0.02977667493796526,137,43.50000000000001,0.15300214438884918
93,42,20,48,109,2.4,73,19,47.2,50.3,3473.2,29,Awesome!,-0.2,Negative,Tablet,Chrome,MacOS,1280x720,5G,85.192.21.22,"0.240658, 178.232282",en_GB,Enterprise,Travel,55+,Female,Awareness,14,True,Variant B,8696,908,38,15,News,1.9375,0.273972602739726,87,63.7,0.014482321778187262
199,14,86,289,175,2.3,761,180,61.4,96.5,2022.2,35,Not bad,-0.57,Neutral,Mobile,Safari,iOS,2560x1440,WiFi,97.168.23.163,"80.332455, -83.143798",fr_FR,Premium,Travel,35-44,Other,Consideration,19,True,Variant A,2164,764,10,92,News,0.6885813148788927,0.11300919842312747,555,180.70000000000002,0.04772030461873207
401,12,443,81,55,2.4,941,167,75.9,468.0,915.2,11,Awesome!,-0.11,Positive,Mobile,Opera,Windows,1440x900,Ethernet,187.156.244.145,"-62.256367, 142.074617",en_GB,Free,Food,35-44,Male,Awareness,2,True,Variant B,2927,4559,13,41,News,4.950617283950617,0.4707757704569607,691,315.0,0.5113636363636364
117,21,455,101,58,1.6,478,56,29.3,300.4,3003.4,12,Great!,0.26,Neutral,Tablet,Chrome,MacOS,1366x768,WiFi,124.138.159.248,"21.836444, 172.693343",fr_FR,Free,Travel,55+,Other,Awareness,13,True,Variant B,8942,1611,4,84,News,1.1584158415841583,0.9518828451882845,612,209.3,0.10001997735899314
402,46,314,234,188,3.8,305,45,58.5,114.7,3115.1,3,Could be better,0.62,Neutral,Mobile,Chrome,Android,1440x900,5G,230.247.100.205,"-49.853338, -66.854286",en_GB,Free,Food,45-54,Other,Decision,15,False,Variant A,5590,4341,26,1,News,1.7179487179487178,1.0295081967213116,593,320.6,0.03682064781226927
591,36,261,148,54,2.4,987,80,77.5,394.0,1586.6,46,Great!,0.7,Neutral,Desktop,Chrome,iOS,1920x1080,5G,196.95.30.248,"-81.063409, 112.110746",fr_FR,Enterprise,Tech,45-54,Other,Decision,5,False,Variant A,3091,1505,43,85,Tech,3.9932432432432434,0.26443768996960487,489,349.7,0.2483297617546956
759,48,358,75,38,1.8,868,64,42.3,168.1,733.2,25,Could be better,0.59,Negative,Tablet,Safari,Linux,1280x720,4G,10.187.170.125,"-85.212549, -90.859777",es_ES,Free,Tech,45-54,Female,Decision,18,False,Variant A,7229,4466,15,99,Tech,10.12,0.41244239631336405,497,429.8,0.22926895799236222
736,89,139,61,142,3.7,826,9,51.5,238.1,1741.1,43,Great!,0.99,Negative,Mobile,Chrome,Android,1920x1080,WiFi,79.158.183.25,"73.467255, -0.258689",en_GB,Enterprise,Fashion,45-54,Other,Decision,17,False,Variant A,7471,2708,18,26,Gaming,12.065573770491802,0.1682808716707022,209,362.5,0.1367526276491873
648,85,413,212,116,2.2,567,149,31.7,180.2,2047.3,7,Could be better,-0.88,Neutral,Mobile,Chrome,Android,1920x1080,Ethernet,34.156.37.232,"84.565279, 173.029442",en_US,Enterprise,Travel,35-44,Female,Awareness,15,True,Control,4594,3164,20,73,News,3.056603773584906,0.7283950617283951,774,437.1,0.08801836565232257
196,47,171,15,104,2.5,867,116,53.8,106.5,3104.9,7,Great!,-0.32,Neutral,Desktop,Chrome,Linux,1920x1080,WiFi,199.55.174.93,"56.186354, 86.144213",es_ES,Enterprise,Food,45-54,Male,Awareness,14,False,Variant A,5278,3756,2,26,News,13.066666666666666,0.1972318339100346,302,143.1,0.0343006215981191
705,57,233,117,74,5.0,453,78,64.4,297.3,2644.7,16,Needs improvement,0.52,Neutral,Desktop,Safari,MacOS,1366x768,4G,95.75.41.178,"56.280050, -155.771679",fr_FR,Free,Travel,18-24,Other,Consideration,12,False,Variant B,2330,1893,13,46,News,6.0256410256410255,0.5143487858719646,428,382.69999999999993,0.11241350625779863
178,82,34,245,44,1.2,243,33,75.0,382.5,1915.3,37,Great!,-0.86,Positive,Desktop,Firefox,iOS,1280x720,5G,215.1.242.78,"49.324576, 151.107255",de_DE,Enterprise,Travel,18-24,Male,Awareness,5,False,Variant A,3331,3372,5,82,News,0.726530612244898,0.13991769547325103,312,134.8,0.19970761760559705
664,16,475,186,17,4.5,90,92,93.2,548.5,2220.7,41,Needs improvement,0.63,Neutral,Tablet,Chrome,iOS,2560x1440,WiFi,159.138.135.43,"-81.567436, 47.375917",en_GB,Premium,Food,35-44,Male,Awareness,10,True,Control,8038,1213,14,83,News,3.5698924731182795,5.277777777777778,753,447.0,0.2469941910208493
643,16,63,142,115,2.8,956,174,72.5,200.9,965.3,44,Could be better,-0.59,Neutral,Mobile,Firefox,Android,2560x1440,4G,231.178.189.212,"-35.859313, 49.430320",es_ES,Free,Fitness,18-24,Female,Consideration,12,False,Control,157,96,5,2,Sports,4.528169014084507,0.06589958158995816,379,315.99999999999994,0.20812182741116753
180,9,140,167,103,1.4,929,176,23.1,324.2,1325.5,40,Not bad,-0.74,Positive,Mobile,Firefox,Android,1280x720,WiFi,72.135.36.155,"83.020469, -155.378861",en_GB,Free,Tech,25-34,Other,Decision,9,False,Control,2288,2726,12,84,Tech,1.0778443113772456,0.15069967707212056,483,157.70000000000002,0.24458694832138814
349,3,203,114,185,4.6,964,101,67.7,351.0,2824.2,34,Could be better,0.24,Positive,Desktop,Edge,iOS,1280x720,Ethernet,192.36.207.83,"-5.919695, -132.879044",es_ES,Premium,Fitness,55+,Other,Consideration,4,True,Variant B,5775,3751,3,26,Sports,3.06140350877193,0.21058091286307054,418,241.8,0.124282982791587
639,8,395,5,189,2.3,948,49,94.5,341.5,1375.3,45,Not bad,0.86,Positive,Tablet,Firefox,iOS,1280x720,4G,41.8.176.242,"-86.613548, -67.003478",fr_FR,Free,Food,45-54,Other,Decision,17,True,Variant B,6757,2769,23,73,News,127.8,0.4166666666666667,449,394.0,0.24830945975423543
927,75,390,121,70,3.3,288,47,85.9,127.9,3425.5,36,Awesome!,-0.71,Negative,Tablet,Opera,Windows,2560x1440,4G,81.147.27.67,"61.678213, -131.674906",es_ES,Premium,Fashion,25-34,Other,Awareness,19,False,Variant B,7614,1706,19,63,Gaming,7.661157024793388,1.3541666666666667,558,519.0,0.03733761494672311
688,24,432,213,27,2.1,363,130,33.5,101.7,1750.2,8,Great!,-0.11,Negative,Tablet,Safari,iOS,1920x1080,4G,66.89.155.186,"65.671433, -141.918709",es_ES,Premium,Travel,55+,Other,Decision,14,False,Variant B,4671,2926,32,20,News,3.2300469483568075,1.1900826446280992,775,450.09999999999997,0.058107644840589646
936,12,156,80,100,3.0,260,162,13.1,571.7,2794.9,36,Awesome!,-0.3,Negative,Tablet,Safari,Android,1280x720,5G,221.207.29.193,"38.251193, 87.449634",de_DE,Free,Tech,35-44,Other,Consideration,19,False,Variant B,5324,2329,43,54,Tech,11.7,0.6,398,447.20000000000005,0.20455114673154676
949,85,358,154,181,5.0,439,82,70.3,309.7,718.8,6,Great!,-0.32,Neutral,Tablet,Chrome,Android,2560x1440,Ethernet,98.183.140.34,"23.004668, -155.466228",en_US,Premium,Fashion,35-44,Female,Awareness,14,True,Control,54,939,2,9,Gaming,6.162337662337662,0.8154897494305239,594,535.9,0.4308569838619922
293,99,108,82,181,1.9,770,59,14.1,232.5,3597.0,5,Great!,0.29,Neutral,Tablet,Chrome,Android,1280x720,WiFi,3.11.216.56,"-19.059900, 14.985564",en_US,Premium,Travel,18-24,Male,Awareness,0,True,Variant B,188,345,17,90,News,3.573170731707317,0.14025974025974025,249,184.1,0.0646371976647206
955,0,408,4,23,1.5,284,95,25.3,572.8,2659.6,10,Not bad,-0.77,Positive,Tablet,Firefox,iOS,1280x720,5G,8.37.80.17,"11.595043, -30.888723",en_GB,Enterprise,Travel,18-24,Other,Awareness,17,True,Variant B,817,2734,5,95,News,238.75,1.4366197183098592,507,507.5,0.21537073244096855
890,29,290,80,142,1.9,190,22,84.0,91.7,1085.6,2,Awesome!,-0.68,Negative,Desktop,Firefox,Linux,1280x720,5G,47.119.17.88,"4.845979, -108.189967",de_DE,Enterprise,Travel,35-44,Male,Decision,15,True,Variant B,1002,653,28,1,News,11.125,1.5263157894736843,392,473.2,0.08446941783345616
450,90,103,38,119,3.3,393,42,59.7,396.9,3137.5,11,Could be better,0.64,Neutral,Tablet,Edge,MacOS,1280x720,5G,105.235.131.213,"-76.746782, -43.196721",de_DE,Enterprise,Food,45-54,Other,Decision,4,False,Variant A,5136,3060,24,83,News,11.842105263157896,0.26208651399491095,183,230.4,0.1265019920318725
240,28,362,2,95,4.7,498,114,87.4,472.2,582.4,17,Needs improvement,-0.55,Negative,Mobile,Opera,Windows,1366x768,4G,231.92.90.14,"-27.928243, 84.239898",es_ES,Free,Fitness,25-34,Other,Awareness,14,True,Variant A,4997,4142,35,38,Sports,120.0,0.7269076305220884,478,214.5,0.810782967032967
34,14,98,144,39,2.1,194,151,19.9,354.3,1384.2,19,Not bad,0.74,Positive,Desktop,Edge,MacOS,1440x900,4G,130.62.14.122,"41.603817, 99.865781",es_ES,Enterprise,Travel,45-54,Female,Consideration,9,False,Variant A,116,2047,26,45,News,0.2361111111111111,0.5051546391752577,393,75.7,0.2559601213697443
74,8,134,282,131,2.7,502,182,49.8,130.9,2655.4,38,Great!,-0.95,Neutral,Mobile,Chrome,Android,1366x768,Ethernet,194.199.169.125,"-68.923575, -91.299825",en_GB,Premium,Food,45-54,Male,Consideration,17,True,Variant B,6748,472,11,20,News,0.2624113475177305,0.26693227091633465,598,139.3,0.04929577464788733
528,2,490,281,121,1.4,673,9,92.8,443.6,475.8,38,Not bad,-0.35,Negative,Mobile,Firefox,MacOS,1440x900,5G,70.196.178.204,"-36.184534, -56.030913",de_DE,Enterprise,Food,18-24,Male,Consideration,5,True,Variant A,8814,4297,21,43,News,1.8790035587188612,0.7280832095096582,780,426.50000000000006,0.932324506094998
564,67,214,63,140,4.5,304,69,99.9,214.4,561.8,1,Great!,-0.6,Positive,Mobile,Safari,iOS,1366x768,5G,149.77.153.208,"71.862625, -110.603173",en_US,Premium,Travel,18-24,Other,Consideration,18,False,Variant A,8201,2689,23,63,News,8.952380952380953,0.7039473684210527,346,316.40000000000003,0.38163047347810614
467,64,69,103,143,2.0,582,21,53.8,127.7,537.3,26,Great!,0.5,Negative,Desktop,Opera,Windows,1366x768,4G,153.20.100.104,"-88.155328, 100.971911",fr_FR,Premium,Travel,45-54,Male,Consideration,4,False,Control,1330,2903,23,93,News,4.533980582524272,0.11855670103092783,193,242.4,0.23766983063465477
670,3,443,112,84,4.0,201,8,64.3,213.7,1641.8,36,Awesome!,0.59,Negative,Desktop,Safari,iOS,2560x1440,4G,5.58.3.104,"-44.664468, -134.384784",de_DE,Free,Travel,55+,Female,Awareness,0,False,Control,7563,4519,28,23,News,5.982142857142857,2.2039800995024876,563,431.69999999999993,0.13016201729808746
306,92,387,47,142,1.2,939,173,56.9,289.3,3020.1,32,Not bad,-0.36,Positive,Mobile,Edge,Windows,1366x768,5G,109.236.139.48,"55.685218, 154.299587",en_GB,Premium,Fashion,18-24,Other,Awareness,19,False,Control,2035,4033,33,82,Gaming,6.51063829787234,0.41214057507987223,607,262.1,0.09579153008178538
715,51,180,198,21,1.7,373,189,18.8,125.2,2809.4,38,Could be better,0.71,Neutral,Desktop,Chrome,MacOS,1280x720,WiFi,90.57.147.149,"55.915624, 115.921620",fr_FR,Enterprise,Fitness,45-54,Female,Consideration,7,False,Variant B,4105,3403,31,75,Sports,3.611111111111111,0.48257372654155495,567,381.70000000000005,0.044564675731472915
755,52,265,60,130,1.4,945,140,27.8,403.2,2281.5,26,Not bad,-0.01,Negative,Mobile,Chrome,MacOS,1440x900,Ethernet,253.171.128.196,"-36.583352, -66.277484",es_ES,Enterprise,Food,25-34,Other,Decision,11,False,Control,4378,2851,46,89,News,12.583333333333334,0.2804232804232804,465,406.5,0.1767258382642998
143,48,13,119,91,1.7,79,52,34.5,261.9,3162.7,45,Needs improvement,-0.65,Neutral,Desktop,Chrome,MacOS,1440x900,WiFi,37.57.189.214,"-87.180087, -48.538607",fr_FR,Premium,Food,55+,Female,Decision,10,False,Control,5804,95,18,80,News,1.2016806722689075,0.16455696202531644,184,94.0,0.08280899231669143
215,6,434,121,111,3.3,381,1,88.7,331.3,961.4,8,Not bad,-0.34,Negative,Desktop,Safari,Android,2560x1440,Ethernet,156.37.188.211,"60.994224, -91.997807",fr_FR,Premium,Fashion,35-44,Female,Awareness,2,False,Control,1878,3051,14,54,Gaming,1.7768595041322315,1.1391076115485563,556,251.49999999999997,0.3446016226336593
167,14,107,52,100,4.0,50,89,83.4,241.6,2374.1,30,Needs improvement,-0.4,Positive,Desktop,Safari,Windows,1280x720,4G,58.43.17.213,"-69.019891, 144.452046",de_DE,Free,Fashion,45-54,Female,Consideration,0,True,Variant B,855,4070,41,17,Gaming,3.2115384615384617,2.14,248,119.30000000000001,0.10176487932269071
263,97,125,241,73,4.6,373,117,32.7,368.5,1497.6,36,Great!,0.71,Positive,Tablet,Chrome,Linux,1440x900,Ethernet,110.251.90.132,"54.127454, -31.851633",de_DE,Premium,Tech,45-54,Other,Awareness,9,True,Variant A,6826,3360,40,10,Tech,1.0912863070539418,0.3351206434316354,483,198.2,0.24606036324786326
868,54,301,55,23,1.6,417,156,24.5,254.6,1936.3,20,Needs improvement,-0.32,Negative,Desktop,Opera,Android,1920x1080,4G,203.86.154.67,"-30.674702, -92.739399",de_DE,Premium,Travel,55+,Male,Awareness,3,False,Control,3563,3237,21,78,News,15.781818181818181,0.7218225419664268,512,450.80000000000007,0.1314878892733564
967,79,36,35,72,3.3,177,85,31.7,66.3,821.8,6,Needs improvement,0.06,Neutral,Desktop,Safari,Linux,1280x720,5G,31.98.248.228,"19.679006, 119.778201",en_GB,Premium,Tech,45-54,Male,Consideration,15,True,Control,5051,2769,7,72,Tech,27.62857142857143,0.2033898305084746,156,411.8,0.08067656364078851
557,76,43,221,107,4.2,91,5,80.8,393.0,3328.4,16,Not bad,0.85,Neutral,Mobile,Opera,MacOS,1280x720,Ethernet,155.46.49.125,"10.775062, 117.700551",de_DE,Free,Travel,35-44,Other,Awareness,0,False,Control,6074,3899,39,9,News,2.520361990950226,0.4725274725274725,269,290.6,0.11807475063093378
216,49,270,64,140,3.7,706,92,44.9,561.2,699.2,23,Great!,-0.77,Negative,Tablet,Firefox,Linux,1920x1080,WiFi,39.9.3.155,"-33.375406, -6.591816",en_US,Free,Travel,25-34,Female,Consideration,9,True,Variant B,2360,1818,19,51,News,3.375,0.38243626062322944,426,194.20000000000002,0.8026315789473685
278,13,43,260,84,4.1,378,155,69.2,440.4,2241.3,12,Awesome!,0.01,Negative,Mobile,Firefox,iOS,1366x768,5G,143.244.182.230,"39.359707, -63.135178",en_US,Enterprise,Tech,45-54,Other,Consideration,19,False,Control,9802,2078,24,50,Tech,1.0692307692307692,0.11375661375661375,458,184.50000000000003,0.1964931066791594
661,7,3,272,0,4.9,707,149,35.6,529.0,564.2,15,Needs improvement,0.23,Negative,Mobile,Chrome,iOS,1366x768,4G,117.59.27.80,"43.534654, -170.676020",en_US,Enterprise,Fashion,18-24,Other,Decision,15,True,Variant B,321,4863,47,31,Gaming,2.4301470588235294,0.004243281471004243,424,319.70000000000005,0.9376107763204536
552,18,290,140,67,2.9,800,72,29.3,567.7,947.2,26,Needs improvement,-0.9,Negative,Tablet,Chrome,Linux,1366x768,5G,8.50.54.105,"40.776198, -55.181343",en_GB,Enterprise,Fitness,35-44,Female,Consideration,2,False,Variant A,5654,873,3,16,Sports,3.942857142857143,0.3625,502,342.5,0.5993454391891893
932,42,268,174,17,2.7,462,84,54.7,582.8,639.9,47,Awesome!,0.13,Positive,Mobile,Edge,Windows,1440x900,Ethernet,5.201.114.29,"-16.690176, -71.716431",en_GB,Free,Food,25-34,Female,Consideration,8,False,Control,7858,3703,46,86,News,5.35632183908046,0.5800865800865801,526,489.7,0.9107673073917799
578,83,2,29,183,4.8,28,175,42.2,587.3,1169.2,27,Great!,-0.75,Neutral,Mobile,Edge,Windows,1366x768,4G,214.89.68.214,"-87.632272, 140.348077",es_ES,Free,Food,25-34,Other,Decision,10,False,Variant B,3548,3405,33,0,News,19.93103448275862,0.07142857142857142,206,255.90000000000003,0.502309271296613
165,5,194,296,98,2.1,688,74,53.6,416.4,999.9,5,Needs improvement,-0.63,Negative,Desktop,Edge,Android,1440x900,5G,93.38.255.183,"44.094688, -170.968860",en_US,Free,Fashion,18-24,Other,Consideration,19,False,Variant A,3631,4693,33,82,Gaming,0.5574324324324325,0.2819767441860465,564,193.2,0.4164416441644164
433,97,294,130,171,3.7,160,118,85.1,431.4,3070.8,13,Not bad,-0.79,Neutral,Tablet,Firefox,MacOS,2560x1440,WiFi,3.228.144.105,"64.114604, 169.453241",es_ES,Free,Travel,45-54,Female,Decision,17,False,Variant A,1696,1248,42,4,News,3.330769230769231,1.8375,542,304.50000000000006,0.140484564282923
928,2,386,105,19,4.9,784,197,82.3,413.9,3273.4,9,Great!,0.1,Positive,Mobile,Safari,Linux,1920x1080,4G,173.186.12.240,"29.742712, -144.371786",de_DE,Premium,Food,35-44,Male,Consideration,13,True,Variant B,4665,3610,22,10,News,8.838095238095239,0.4923469387755102,688,509.90000000000003,0.12644345329015702
390,82,399,248,118,3.5,425,92,53.4,81.6,3273.5,43,Could be better,0.96,Positive,Mobile,Safari,Linux,2560x1440,Ethernet,54.203.187.166,"70.153856, -74.074605",en_US,Free,Travel,55+,Male,Decision,17,True,Variant B,6825,3285,26,3,News,1.5725806451612903,0.9388235294117647,739,337.1,0.024927447685963035
157,64,247,81,178,3.2,233,137,61.0,414.7,2092.7,23,Great!,0.89,Positive,Tablet,Edge,MacOS,2560x1440,4G,89.247.189.108,"24.453381, -141.430074",de_DE,Premium,Fitness,25-34,Female,Decision,16,False,Control,44,1402,48,6,Sports,1.9382716049382716,1.0600858369098713,465,170.9,0.19816504993549006
718,54,337,9,75,4.3,680,10,71.9,471.0,2379.4,27,Could be better,-0.97,Positive,Mobile,Opera,MacOS,1440x900,WiFi,62.17.188.188,"58.477128, -20.474981",fr_FR,Enterprise,Fashion,35-44,Male,Decision,18,False,Control,4797,2993,41,73,Gaming,79.77777777777777,0.49558823529411766,356,397.59999999999997,0.19794906278893837
147,84,436,289,142,4.7,302,185,45.7,577.9,2165.1,13,Needs improvement,0.73,Neutral,Desktop,Edge,Android,1280x720,4G,74.50.244.219,"3.229957, 153.056344",en_US,Free,Tech,45-54,Female,Consideration,14,True,Control,6567,572,41,79,Tech,0.5086505190311419,1.4437086092715232,910,261.6,0.26691607777931736
809,63,354,14,50,3.2,432,42,72.9,370.1,2316.1,8,Awesome!,-0.22,Negative,Tablet,Chrome,Linux,1440x900,Ethernet,181.122.74.85,"20.123129, -70.125731",fr_FR,Premium,Travel,18-24,Male,Decision,10,False,Control,6356,2993,0,37,News,57.785714285714285,0.8194444444444444,410,437.6,0.15979448210353614
327,63,91,282,185,2.2,430,76,51.1,220.8,328.7,16,Could be better,0.62,Positive,Desktop,Chrome,Windows,1440x900,5G,32.58.250.198,"3.380677, 130.170624",en_GB,Enterprise,Fitness,25-34,Female,Decision,8,True,Control,8207,1468,22,18,Sports,1.1595744680851063,0.2116279069767442,449,233.00000000000003,0.6717371463340432
583,26,12,77,176,5.0,159,199,46.8,139.9,2364.5,4,Could be better,-0.96,Positive,Desktop,Edge,iOS,1440x900,WiFi,62.84.190.233,"20.698904, 55.471977",en_US,Premium,Tech,35-44,Male,Awareness,15,False,Variant A,57,2970,11,15,Tech,7.571428571428571,0.07547169811320754,288,269.8,0.05916684288433073
76,55,155,61,69,4.5,588,112,12.5,272.4,3452.3,18,Not bad,0.3,Positive,Desktop,Safari,Windows,1366x768,Ethernet,217.196.161.128,"11.489361, 50.293545",fr_FR,Free,Fashion,18-24,Female,Awareness,1,False,Variant A,2260,3902,33,6,Gaming,1.2459016393442623,0.26360544217687076,328,96.00000000000001,0.07890391912637951
81,97,387,63,66,2.2,122,153,58.9,448.8,1143.0,41,Not bad,-0.5,Negative,Desktop,Edge,iOS,1440x900,Ethernet,178.53.83.121,"60.223558, 37.728336",fr_FR,Premium,Travel,55+,Female,Decision,3,True,Control,7843,4915,49,51,News,1.2857142857142858,3.1721311475409837,603,167.7,0.3926509186351706
889,54,482,51,143,4.5,777,126,18.3,568.3,3555.8,8,Awesome!,-0.46,Negative,Mobile,Chrome,Android,1440x900,5G,2.131.41.199,"-41.798873, 71.669933",en_US,Premium,Fitness,45-54,Other,Awareness,4,True,Variant A,637,2523,24,24,Sports,17.431372549019606,0.6203346203346203,659,524.7,0.15982338714213395
374,35,469,176,50,1.6,4,134,94.5,377.1,368.6,27,Great!,-0.45,Positive,Mobile,Firefox,Android,1920x1080,5G,168.239.109.82,"-85.813164, 99.415691",en_GB,Premium,Fashion,45-54,Other,Awareness,5,False,Variant A,6123,2326,0,45,Gaming,2.125,117.25,779,330.49999999999994,1.0230602278893108
148,21,19,223,19,4.8,555,56,34.6,569.1,1993.9,23,Great!,0.39,Positive,Mobile,Edge,Windows,2560x1440,WiFi,115.250.102.186,"-18.008374, -115.805959",de_DE,Free,Fashion,35-44,Female,Consideration,2,True,Variant B,6426,3062,14,84,Gaming,0.6636771300448431,0.03423423423423423,298,111.4,0.28542053262450473
624,81,498,145,34,2.1,763,120,48.7,545.1,425.8,49,Could be better,-0.33,Negative,Tablet,Opera,MacOS,1366x768,4G,160.221.214.89,"15.809614, -68.246498",de_DE,Enterprise,Fitness,35-44,Female,Consideration,2,False,Control,1622,3544,38,14,Sports,4.303448275862069,0.6526867627785059,763,431.4,1.2801784875528417
12,38,103,76,172,3.1,765,61,13.3,497.8,2831.9,21,Needs improvement,-0.12,Neutral,Mobile,Safari,MacOS,1280x720,5G,16.123.229.115,"-41.668570, 156.331506",en_US,Enterprise,Fashion,55+,Other,Awareness,0,False,Variant A,753,1416,27,88,Gaming,0.15789473684210525,0.134640522875817,240,68.10000000000001,0.1757830431865532
524,68,107,118,198,3.8,575,134,89.8,126.5,1233.9,46,Great!,0.97,Positive,Tablet,Firefox,Windows,1920x1080,Ethernet,24.22.112.36,"44.465831, 86.375144",en_GB,Premium,Tech,25-34,Female,Consideration,1,True,Control,9468,1604,8,75,Tech,4.440677966101695,0.18608695652173912,359,285.1,0.1025204635707918
325,79,93,82,42,5.0,764,73,39.6,441.1,1089.3,6,Not bad,0.69,Negative,Mobile,Safari,iOS,2560x1440,Ethernet,133.193.236.37,"-55.158474, -7.812146",es_ES,Enterprise,Travel,35-44,Male,Consideration,17,False,Variant A,1298,3251,16,45,News,3.9634146341463414,0.12172774869109948,248,178.5,0.40493895162030663
784,4,211,31,107,3.5,722,28,42.4,488.8,2052.1,4,Could be better,0.71,Positive,Tablet,Firefox,Linux,2560x1440,4G,105.207.28.9,"-44.292034, 103.753626",en_US,Premium,Tech,18-24,Female,Decision,4,False,Variant B,5234,3633,25,68,Tech,25.29032258064516,0.2922437673130194,270,393.8,0.23819501973588034
112,9,210,78,164,3.6,692,17,19.0,79.0,2827.6,16,Needs improvement,0.68,Neutral,Desktop,Opera,Windows,1280x720,5G,110.180.94.119,"-80.674200, 75.436900",fr_FR,Premium,Food,25-34,Other,Consideration,6,True,Control,4095,2307,40,14,News,1.435897435897436,0.30346820809248554,305,139.8,0.027938888102984866
50,99,327,289,29,2.2,455,41,38.5,404.8,2815.6,31,Not bad,0.22,Neutral,Mobile,Edge,Android,1366x768,Ethernet,110.224.249.88,"-9.737478, -168.120907",fr_FR,Enterprise,Fitness,45-54,Other,Awareness,7,True,Variant A,6869,2144,24,29,Sports,0.17301038062283736,0.7186813186813187,657,178.8,0.14377042193493395
750,99,378,224,85,3.3,913,42,51.4,490.0,1497.4,32,Needs improvement,-0.75,Negative,Mobile,Opera,MacOS,1920x1080,Ethernet,95.180.22.42,"-39.504170, 75.876583",en_US,Premium,Tech,45-54,Other,Decision,14,False,Control,5833,3172,8,96,Tech,3.3482142857142856,0.4140197152245345,644,466.7,0.32723387204487775
689,61,27,111,143,1.4,79,64,26.0,72.0,2399.8,25,Could be better,0.93,Negative,Tablet,Opera,iOS,1280x720,4G,79.28.251.138,"24.527086, 108.060327",fr_FR,Free,Fashion,45-54,Male,Decision,3,True,Variant B,9696,3429,25,45,Gaming,6.207207207207207,0.34177215189873417,202,320.20000000000005,0.030002500208350692
217,72,270,285,166,2.1,232,95,39.4,336.8,3501.4,36,Great!,-0.21,Neutral,Desktop,Chrome,iOS,1366x768,5G,179.31.149.247,"-11.223502, 142.567247",es_ES,Premium,Food,25-34,Male,Consideration,17,True,Variant A,5209,1837,29,21,News,0.7614035087719299,1.1637931034482758,650,241.4,0.09619009539041526
621,92,292,213,118,2.4,842,93,57.1,270.4,345.7,13,Awesome!,-0.88,Neutral,Tablet,Edge,Windows,1280x720,4G,215.46.242.99,"-4.465488, 62.001287",es_ES,Enterprise,Food,25-34,Other,Decision,8,False,Control,8911,3141,40,84,News,2.915492957746479,0.34679334916864607,598,390.40000000000003,0.7821810818628868
823,42,371,173,196,1.9,754,52,87.0,237.9,671.5,32,Awesome!,-0.78,Negative,Mobile,Edge,Android,1280x720,Ethernet,247.125.90.154,"-7.275752, -156.651823",es_ES,Enterprise,Tech,18-24,Other,Consideration,1,False,Control,4166,1043,24,60,Tech,4.757225433526012,0.4920424403183024,596,494.7000000000001,0.35428145941921074
